source_path,proposed_path,category,action,audit_note
"docs/testing/automatable-20260919/observed-control-catalog.json","records/docs/testing/automatable-20260919/observed-control-catalog.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/operation-checks.json","records/docs/testing/automatable-20260919/operation-checks.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/prior-independent-011.json","records/docs/testing/automatable-20260919/prior-independent-011.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrAttendance.pa.yaml","records/docs/testing/automatable-20260919/scrAttendance.pa.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrAttendance.paste.yaml","records/docs/testing/automatable-20260919/scrAttendance.paste.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrBonus.pa.yaml","records/docs/testing/automatable-20260919/scrBonus.pa.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrBonus.paste.yaml","records/docs/testing/automatable-20260919/scrBonus.paste.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrHome.pa.yaml","records/docs/testing/automatable-20260919/scrHome.pa.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrHome.paste.yaml","records/docs/testing/automatable-20260919/scrHome.paste.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrMaintenance.pa.yaml","records/docs/testing/automatable-20260919/scrMaintenance.pa.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrMaintenance.paste.yaml","records/docs/testing/automatable-20260919/scrMaintenance.paste.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrPayroll.pa.yaml","records/docs/testing/automatable-20260919/scrPayroll.pa.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/scrPayroll.paste.yaml","records/docs/testing/automatable-20260919/scrPayroll.paste.yaml","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/six-screen-comparison.json","records/docs/testing/automatable-20260919/six-screen-comparison.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/source-comparison.json","records/docs/testing/automatable-20260919/source-comparison.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/automatable-20260919/verify.py","records/docs/testing/automatable-20260919/verify.py","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/change-records/README.md","docs/testing/change-records/README.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/commute-access-audit.json","records/docs/testing/commute-access-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-dataverse-evidence.json","records/docs/testing/commute-dataverse-evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-dataverse-results.md","records/docs/testing/commute-dataverse-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-read-grant.json","records/docs/testing/commute-read-grant.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-acceptance.json","records/docs/testing/commute-v1.18-acceptance.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-final-readback.json","records/docs/testing/commute-v1.18-final-readback.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-negative-checks.json","records/docs/testing/commute-v1.18-negative-checks.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-pdf-check.json","records/docs/testing/commute-v1.18-pdf-check.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-preview.json","records/docs/testing/commute-v1.18-preview.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-readback.json","records/docs/testing/commute-v1.18-readback.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-results.md","records/docs/testing/commute-v1.18-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v1.18-zoom-measurements.json","records/docs/testing/commute-v1.18-zoom-measurements.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/commute-v118-preparation.md","records/docs/testing/commute-v118-preparation.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-app-e2e.md","docs/testing/current-app-e2e.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/current-app-search-observation.md","records/docs/testing/current-app-search-observation.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/baseline-App.Formulas.fx","records/docs/testing/current-v126-20260919/baseline-App.Formulas.fx","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/d2-App.Formulas.fx","records/docs/testing/current-v126-20260919/d2-App.Formulas.fx","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/d2-expected.json","records/docs/testing/current-v126-20260919/d2-expected.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/d2-patch-manifest.json","records/docs/testing/current-v126-20260919/d2-patch-manifest.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/evidence.json","records/docs/testing/current-v126-20260919/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/profile.md","records/docs/testing/current-v126-20260919/profile.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/property-patch-guard.mjs","records/docs/testing/current-v126-20260919/property-patch-guard.mjs","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/restored-search.png","records/docs/testing/current-v126-20260919/restored-search.png","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/current-v126-20260919/results.md","records/docs/testing/current-v126-20260919/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/dataverse-remaining-results.md","records/docs/testing/dataverse-remaining-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/hybrid-v1.16-results.md","records/docs/testing/hybrid-v1.16-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/integration-test-plan.md","docs/testing/integration-test-plan.md","1","retain","現行正本。旧版節の切出し要確認"
"docs/testing/ledger-v1.17-results.md","records/docs/testing/ledger-v1.17-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/override-20260918/evidence.json","records/docs/testing/override-20260918/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/override-20260918/results.md","records/docs/testing/override-20260918/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/override-20260918/spec-case-audit.json","records/docs/testing/override-20260918/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/payroll-v1.19-evidence.json","records/docs/testing/payroll-v1.19-evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/payroll-v1.19-results.md","records/docs/testing/payroll-v1.19-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/payrollledger-dataverse-evidence.json","records/docs/testing/payrollledger-dataverse-evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/payrollledger-dataverse-results.md","records/docs/testing/payrollledger-dataverse-results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/published-copy-20260918/evidence.json","records/docs/testing/published-copy-20260918/evidence.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/published-copy-20260918/remaining-profile-proposal.md","records/docs/testing/published-copy-20260918/remaining-profile-proposal.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/published-copy-20260918/results.md","records/docs/testing/published-copy-20260918/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/published-copy-20260918/source-and-alignment.json","records/docs/testing/published-copy-20260918/source-and-alignment.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/defects.json","records/docs/testing/regression-v122/defects.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/final-results.json","records/docs/testing/regression-v122/final-results.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/images/payroll-studio-900.jpg","records/docs/testing/regression-v122/images/payroll-studio-900.jpg","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/plan.md","records/docs/testing/regression-v122/plan.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/readback-results.json","records/docs/testing/regression-v122/readback-results.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/results.md","records/docs/testing/regression-v122/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/spec-case-audit.json","records/docs/testing/regression-v122/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/spec-case-audit.md","records/docs/testing/regression-v122/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v122/static-results.json","records/docs/testing/regression-v122/static-results.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/evidence/ledger-A4-landscape.pdf","records/docs/testing/regression-v123-remaining/evidence/ledger-A4-landscape.pdf","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/evidence/ledger-rendered-1.png","records/docs/testing/regression-v123-remaining/evidence/ledger-rendered-1.png","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/evidence/ledger-rendered-2.png","records/docs/testing/regression-v123-remaining/evidence/ledger-rendered-2.png","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/evidence/manifest.json","records/docs/testing/regression-v123-remaining/evidence/manifest.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/evidence/pdf-visual-check.json","records/docs/testing/regression-v123-remaining/evidence/pdf-visual-check.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/final-results.json","records/docs/testing/regression-v123-remaining/final-results.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/focus-restoration.json","records/docs/testing/regression-v123-remaining/focus-restoration.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/results.md","records/docs/testing/regression-v123-remaining/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/run-35312153742.log","records/docs/testing/regression-v123-remaining/run-35312153742.log","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/run-35312872559.log","records/docs/testing/regression-v123-remaining/run-35312872559.log","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/run-35312985549.log","records/docs/testing/regression-v123-remaining/run-35312985549.log","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/run-35313676573.log","records/docs/testing/regression-v123-remaining/run-35313676573.log","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/source-audit.json","records/docs/testing/regression-v123-remaining/source-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/spec-case-audit.json","records/docs/testing/regression-v123-remaining/spec-case-audit.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v123-remaining/spec-case-audit.md","records/docs/testing/regression-v123-remaining/spec-case-audit.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v124/manual-public-checks.json","records/docs/testing/regression-v124/manual-public-checks.json","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v124/results.md","records/docs/testing/regression-v124/results.md","2","move","過去記録候補。現行参照と旧版節を確認"
"docs/testing/regression-v124/run-35318861503.log","records/docs/testing/regression-v124/run-35318861503.log","2","move","過去記録候補。現行参照と旧版節を確認"
